1 84 [array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([1, 0, 1, 1]), array([0, 1, 0, 2]), array([0, 1, 2, 0])]
1 85 [array([0, 2, 0, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([0, 1, 0, 2]), array([1, 0, 1, 1])]
1 86 [array([0, 2, 0, 0]), array([0, 2, 0, 1]), array([2, 0, 4, 0]), array([2, 0, 3, 1]), array([0, 0, 0, 1])]
1 87 [array([1, 1, 0, 2]), array([0, 2, 0, 0]), array([2, 0, 4, 0]), array([2, 0, 3, 1]), array([2, 0, 2, 1])]
1 88 [array([1, 1, 2, 2]), array([1, 0, 1, 1]), array([0, 2, 2, 0]), array([0, 1, 2, 0]), array([0, 1, 0, 2])]
1 89 [array([1, 1, 0, 0]), array([1, 0, 1, 1]), array([0, 1, 0, 2]), array([0, 2, 2, 0]), array([1, 1, 1, 2])]
1 90 [array([0, 0, 1, 0]), array([0, 1, 2, 0]), array([1, 1, 3, 1]), array([1, 1, 0, 1]), array([2, 0, 3, 0])]
1 91 [array([0, 0, 1, 0]), array([1, 1, 3, 1]), array([0, 1, 0, 2]), array([2, 0, 3, 0]), array([2, 0, 0, 0])]
1 92 [array([0, 1, 0, 2]), array([2, 0, 1, 0]), array([0, 0, 1, 0]), array([1, 0, 1, 1]), array([1, 1, 2, 2])]
1 93 [array([0, 2, 2, 0]), array([1, 1, 2, 2]), array([2, 0, 1, 0]), array([0, 1, 0, 2]), array([0, 1, 2, 0])]
1 94 [array([1, 1, 2, 2]), array([0, 2, 0, 1]), array([1, 1, 1, 2]), array([2, 0, 0, 1]), array([0, 2, 0, 0])]
1 95 [array([1, 1, 2, 0]), array([0, 2, 2, 0]), array([2, 0, 0, 1]), array([1, 1, 1, 2]), array([1, 1, 2, 2])]
1 96 [array([0, 2, 3, 1]), array([0, 2, 2, 0]), array([1, 0, 0, 0]), array([2, 0, 1, 3]), array([1, 0, 0, 2])]
1 97 [array([1, 1, 1, 2]), array([2, 0, 3, 0]), array([1, 0, 0, 0]), array([0, 2, 2, 0]), array([1, 0, 0, 2])]
1 98 [array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([1, 0, 1, 1]), array([2, 0, 0, 1]), array([1, 1, 0, 0])]
1 99 [array([1, 1, 2, 0]), array([1, 0, 1, 1]), array([1, 1, 0, 4]), array([1, 1, 0, 1]), array([0, 0, 1, 0])]
2 0 [array([0, 0, 1, 0]), array([1, 0, 1, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4])]
2 1 [array([2, 0, 2, 1]), array([1, 1, 0, 0]), array([1, 0, 1, 1]), array([1, 1, 0, 2]), array([0, 0, 1, 0])]
2 2 [array([1, 0, 0, 2]), array([0, 2, 0, 1]), array([0, 2, 2, 0]), array([1, 1, 0, 3]), array([0, 0, 1, 0])]
2 3 [array([1, 1, 0, 3]), array([0, 0, 1, 0]), array([1, 0, 0, 2]), array([0, 2, 0, 0]), array([0, 2, 0, 1])]
2 4 [array([0, 0, 0, 1]), array([1, 1, 0, 3]), array([0, 2, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 2])]
2 5 [array([1, 1, 0, 1]), array([1, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 0, 1, 0])]
2 6 [array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([1, 0, 1, 1]), array([0, 1, 0, 2]), array([0, 1, 2, 0])]
2 7 [array([0, 2, 0, 1]), array([2, 0, 1, 0]), array([1, 1, 0, 4]), array([2, 0, 4, 0]), array([1, 1, 0, 1])]
2 8 [array([1, 1, 0, 1]), array([2, 0, 4, 0]), array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([1, 1, 2, 0])]
2 9 [array([1, 1, 0, 2]), array([0, 2, 0, 0]), array([2, 0, 4, 0]), array([2, 0, 3, 1]), array([2, 0, 2, 1])]
2 10 [array([0, 1, 2, 0]), array([1, 0, 1, 1]), array([0, 1, 0, 2]), array([0, 2, 0, 1]), array([0, 0, 0, 1])]
2 11 [array([1, 0, 1, 1]), array([1, 0, 0, 2]), array([0, 2, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 0, 1])]
2 12 [array([1, 1, 2, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 2]), array([0, 2, 0, 1]), array([1, 1, 0, 1])]
2 13 [array([0, 0, 0, 2]), array([0, 0, 1, 0]), array([0, 2, 0, 1]), array([1, 1, 0, 3]), array([1, 1, 0, 1])]
2 14 [array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 0, 0, 2]), array([1, 1, 0, 3]), array([1, 1, 0, 2])]
2 15 [array([0, 2, 0, 1]), array([0, 0, 1, 0]), array([0, 2, 0, 0]), array([2, 0, 2, 1]), array([1, 1, 0, 2])]
2 16 [array([0, 1, 0, 2]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4])]
2 17 [array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 2]), array([2, 0, 3, 1])]
2 18 [array([0, 2, 0, 1]), array([1, 0, 0, 2]), array([1, 1, 0, 0]), array([2, 0, 2, 1]), array([1, 0, 1, 1])]
2 19 [array([0, 2, 0, 1]), array([0, 0, 1, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([1, 0, 1, 1])]
2 20 [array([1, 1, 0, 0]), array([2, 0, 2, 1]), array([1, 0, 1, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 2])]
2 21 [array([0, 0, 0, 1]), array([1, 1, 0, 0]), array([0, 0, 1, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 3])]
2 22 [array([0, 0, 1, 0]), array([2, 0, 3, 1]), array([1, 0, 1, 1]), array([0, 1, 2, 0]), array([2, 0, 2, 1])]
2 23 [array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([0, 1, 0, 2]), array([2, 0, 3, 1]), array([0, 0, 1, 0])]
2 24 [array([1, 1, 0, 2]), array([2, 0, 4, 0]), array([1, 1, 0, 1]), array([1, 1, 2, 0]), array([0, 2, 0, 0])]
2 25 [array([0, 2, 0, 0]), array([1, 0, 1, 1]), array([2, 0, 2, 1]), array([1, 1, 0, 4]), array([1, 1, 2, 0])]
2 26 [array([2, 0, 3, 1]), array([1, 0, 1, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 0])]
2 27 [array([2, 0, 4, 0]), array([1, 1, 0, 4]), array([2, 0, 2, 1]), array([1, 0, 1, 1]), array([0, 0, 1, 0])]
2 28 [array([0, 0, 1, 0]), array([1, 0, 1, 1]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([2, 0, 2, 1])]
2 29 [array([2, 0, 2, 1]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 0, 1, 0]), array([0, 2, 0, 0])]
2 30 [array([0, 0, 1, 0]), array([1, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 2, 0, 1]), array([1, 1, 0, 4])]
2 31 [array([0, 2, 0, 0]), array([0, 2, 0, 1]), array([1, 0, 1, 1]), array([0, 0, 1, 0]), array([0, 0, 0, 1])]
2 32 [array([0, 2, 0, 1]), array([1, 1, 2, 0]), array([0, 0, 1, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3])]
2 33 [array([1, 1, 2, 0]), array([1, 1, 0, 1]), array([0, 2, 0, 1]), array([1, 1, 0, 3]), array([0, 0, 1, 0])]
2 34 [array([0, 2, 0, 1]), array([0, 2, 2, 0]), array([1, 1, 0, 3]), array([1, 0, 0, 2]), array([0, 0, 0, 1])]
2 35 [array([1, 0, 0, 2]), array([0, 2, 0, 1]), array([0, 2, 2, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1])]
2 36 [array([0, 2, 0, 1]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([1, 0, 0, 2])]
2 37 [array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([0, 1, 0, 2]), array([0, 1, 2, 0]), array([2, 0, 3, 1])]
2 38 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([1, 0, 1, 1]), array([1, 1, 0, 2]), array([2, 0, 2, 1])]
2 39 [array([1, 0, 1, 1]), array([0, 2, 0, 0]), array([0, 0, 1, 0]), array([2, 0, 3, 1]), array([2, 0, 4, 0])]
2 40 [array([1, 1, 0, 1]), array([1, 1, 0, 4]), array([2, 0, 1, 0]), array([1, 1, 2, 0]), array([0, 2, 0, 0])]
2 41 [array([0, 2, 0, 1]), array([1, 1, 2, 0]), array([0, 2, 0, 0]), array([2, 0, 4, 0]), array([2, 0, 1, 0])]
2 42 [array([0, 0, 1, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([1, 1, 0, 4])]
2 43 [array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([0, 0, 1, 0]), array([2, 0, 2, 1]), array([1, 1, 0, 0])]
2 44 [array([1, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 2, 0, 0]), array([1, 0, 0, 2]), array([1, 0, 1, 1])]
2 45 [array([0, 0, 1, 0]), array([1, 1, 0, 0]), array([1, 0, 1, 1]), array([1, 1, 0, 3]), array([1, 0, 0, 2])]
2 46 [array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 0, 1, 1]), array([0, 1, 2, 0]), array([0, 1, 0, 2])]
2 47 [array([0, 0, 1, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([0, 1, 0, 2]), array([0, 1, 2, 0])]
2 48 [array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([1, 0, 1, 1]), array([0, 1, 2, 0])]
2 49 [array([2, 0, 3, 1]), array([1, 1, 2, 0]), array([0, 2, 3, 0]), array([2, 0, 3, 0]), array([0, 1, 0, 2])]
2 50 [array([2, 0, 3, 1]), array([1, 0, 1, 1]), array([0, 0, 1, 0]), array([2, 0, 2, 1]), array([0, 1, 0, 2])]
2 51 [array([0, 1, 0, 2]), array([0, 0, 1, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 2])]
2 52 [array([1, 1, 0, 4]), array([1, 0, 0, 2]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([0, 0, 1, 0])]
2 53 [array([1, 0, 1, 1]), array([0, 0, 1, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 4])]
2 54 [array([1, 1, 0, 3]), array([1, 0, 0, 2]), array([1, 0, 1, 1]), array([1, 1, 0, 4]), array([0, 2, 0, 1])]
2 55 [array([0, 2, 0, 0]), array([0, 0, 1, 0]), array([0, 2, 2, 0]), array([1, 1, 0, 0]), array([0, 2, 0, 1])]
2 56 [array([0, 2, 0, 1]), array([1, 1, 0, 1]), array([2, 0, 3, 0]), array([0, 0, 1, 0]), array([1, 1, 0, 3])]
2 57 [array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([0, 2, 0, 1]), array([1, 1, 2, 0]), array([1, 0, 0, 2])]
2 58 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([0, 0, 1, 0]), array([0, 2, 0, 1])]
2 59 [array([0, 2, 0, 0]), array([1, 0, 1, 1]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([1, 0, 0, 2])]
2 60 [array([1, 0, 0, 2]), array([1, 0, 1, 1]), array([2, 0, 2, 1]), array([0, 0, 1, 0]), array([0, 2, 0, 0])]
2 61 [array([2, 0, 2, 1]), array([1, 1, 0, 0]), array([0, 2, 0, 1]), array([1, 0, 1, 1]), array([0, 2, 0, 0])]
2 62 [array([1, 0, 0, 2]), array([1, 1, 0, 1]), array([1, 1, 2, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3])]
2 63 [array([1, 1, 0, 4]), array([1, 1, 2, 0]), array([1, 0, 0, 2]), array([0, 2, 2, 0]), array([0, 2, 0, 1])]
2 64 [array([2, 0, 3, 0]), array([1, 0, 1, 1]), array([1, 1, 2, 0]), array([0, 0, 2, 0]), array([1, 1, 0, 4])]
2 65 [array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 0, 1, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 1])]
2 66 [array([1, 0, 1, 1]), array([0, 1, 0, 2]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([0, 0, 1, 0])]
2 67 [array([0, 1, 0, 2]), array([0, 2, 0, 0]), array([0, 0, 1, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0])]
2 68 [array([2, 0, 4, 0]), array([0, 0, 1, 0]), array([1, 1, 0, 1]), array([0, 2, 0, 1]), array([0, 2, 2, 0])]
2 69 [array([1, 1, 0, 4]), array([2, 0, 4, 0]), array([1, 1, 0, 1]), array([0, 2, 0, 1]), array([1, 1, 0, 3])]
2 70 [array([1, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 2, 0, 1]), array([2, 0, 4, 0]), array([1, 0, 1, 1])]
2 71 [array([0, 2, 0, 0]), array([2, 0, 1, 0]), array([1, 0, 1, 1]), array([2, 0, 4, 0]), array([0, 2, 0, 1])]
2 72 [array([0, 2, 0, 1]), array([1, 1, 0, 3]), array([0, 0, 1, 0]), array([0, 2, 2, 0]), array([1, 0, 1, 1])]
2 73 [array([0, 0, 1, 0]), array([0, 2, 0, 1]), array([1, 0, 1, 1]), array([1, 1, 0, 4]), array([1, 1, 0, 0])]
2 74 [array([1, 0, 1, 1]), array([2, 0, 1, 0]), array([1, 1, 0, 0]), array([0, 2, 0, 1]), array([1, 1, 0, 1])]
2 75 [array([2, 0, 1, 0]), array([1, 1, 0, 4]), array([1, 0, 1, 1]), array([1, 1, 0, 1]), array([0, 2, 0, 1])]
2 76 [array([0, 2, 0, 0]), array([2, 0, 1, 0]), array([0, 2, 0, 1]), array([2, 0, 3, 1]), array([1, 1, 0, 1])]
2 77 [array([1, 1, 0, 4]), array([1, 1, 0, 1]), array([0, 2, 0, 0]), array([2, 0, 1, 0]), array([0, 2, 0, 1])]
2 78 [array([1, 0, 1, 1]), array([2, 0, 2, 1]), array([1, 1, 0, 3]), array([1, 0, 0, 2]), array([0, 2, 0, 1])]
2 79 [array([0, 2, 0, 1]), array([2, 0, 2, 1]), array([1, 0, 1, 1]), array([1, 1, 0, 2]), array([1, 1, 0, 0])]
2 80 [array([0, 2, 0, 0]), array([0, 0, 1, 0]), array([2, 0, 2, 1]), array([1, 1, 0, 0]), array([1, 0, 1, 1])]
2 81 [array([1, 0, 0, 2]), array([0, 0, 1, 0]), array([1, 0, 1, 1]), array([0, 2, 0, 1]), array([2, 0, 1, 3])]
2 82 [array([1, 0, 1, 1]), array([2, 0, 3, 1]), array([0, 1, 0, 2]), array([1, 1, 0, 1]), array([1, 1, 0, 4])]
2 83 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([1, 0, 1, 1]), array([0, 1, 0, 2]), array([0, 1, 2, 0])]
2 84 [array([1, 1, 0, 4]), array([2, 0, 2, 1]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([0, 1, 0, 2])]
2 85 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([1, 0, 1, 1]), array([1, 1, 0, 4]), array([2, 0, 3, 1])]
2 86 [array([1, 0, 0, 2]), array([0, 2, 2, 0]), array([0, 2, 0, 0]), array([0, 2, 0, 1]), array([0, 0, 1, 0])]
2 87 [array([0, 0, 1, 0]), array([0, 2, 2, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([1, 0, 0, 2])]
2 88 [array([2, 0, 2, 1]), array([1, 1, 0, 0]), array([1, 0, 0, 2]), array([0, 2, 2, 0]), array([0, 0, 1, 0])]
2 89 [array([1, 0, 1, 1]), array([0, 2, 2, 0]), array([1, 1, 0, 0]), array([0, 2, 0, 1]), array([2, 0, 2, 1])]
2 90 [array([1, 1, 0, 0]), array([1, 0, 1, 1]), array([1, 1, 0, 1]), array([1, 1, 0, 3]), array([2, 0, 3, 0])]
2 91 [array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 2]), array([1, 1, 2, 0]), array([2, 0, 3, 0])]
2 92 [array([0, 0, 1, 1]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 0, 0, 2]), array([0, 0, 1, 0])]
2 93 [array([0, 2, 0, 0]), array([0, 2, 0, 1]), array([2, 0, 3, 0]), array([1, 0, 0, 2]), array([1, 1, 0, 3])]
2 94 [array([0, 2, 0, 1]), array([1, 0, 2, 0]), array([1, 1, 0, 0]), array([0, 0, 1, 0]), array([1, 1, 0, 3])]
2 95 [array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([0, 2, 2, 0]), array([0, 1, 0, 2]), array([1, 1, 0, 3])]
2 96 [array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([0, 1, 0, 2]), array([1, 0, 1, 1])]
2 97 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 2])]
2 98 [array([1, 1, 0, 0]), array([1, 0, 1, 1]), array([0, 0, 1, 0]), array([1, 1, 0, 3]), array([1, 0, 0, 2])]
2 99 [array([0, 2, 2, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([1, 0, 0, 2]), array([0, 2, 0, 0])]
3 0 [array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([1, 0, 1, 1]), array([0, 1, 2, 0])]
3 1 [array([0, 2, 0, 1]), array([1, 0, 2, 0]), array([1, 1, 0, 0]), array([0, 0, 1, 0]), array([1, 1, 0, 3])]
3 2 [array([0, 2, 0, 1]), array([1, 1, 0, 1]), array([2, 0, 3, 0]), array([0, 0, 1, 0]), array([1, 1, 0, 3])]
3 3 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 2])]
3 4 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([0, 0, 1, 0]), array([0, 2, 0, 1])]
3 5 [array([0, 0, 1, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([1, 1, 0, 4])]
3 6 [array([0, 0, 1, 0]), array([1, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 2, 0, 1]), array([1, 1, 0, 4])]
3 7 [array([1, 1, 2, 0]), array([1, 1, 0, 1]), array([0, 2, 0, 1]), array([1, 1, 0, 3]), array([0, 0, 1, 0])]
3 8 [array([0, 2, 0, 1]), array([0, 0, 1, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([1, 0, 1, 1])]
3 9 [array([2, 0, 2, 1]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 0, 1, 0]), array([0, 2, 0, 0])]
3 10 [array([0, 0, 1, 0]), array([1, 0, 1, 1]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 1])]
3 11 [array([0, 2, 0, 1]), array([1, 0, 1, 1]), array([0, 1, 2, 0]), array([0, 0, 1, 0]), array([1, 1, 0, 0])]
3 12 [array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([1, 0, 1, 1]), array([2, 0, 3, 0])]
3 13 [array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 0, 1, 1]), array([0, 0, 1, 0]), array([0, 2, 0, 1])]
3 14 [array([1, 1, 0, 4]), array([2, 0, 3, 1]), array([0, 1, 0, 2]), array([0, 0, 1, 0]), array([1, 0, 2, 0])]
3 15 [array([0, 2, 0, 1]), array([1, 0, 2, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 1]), array([0, 0, 1, 0])]
3 16 [array([0, 1, 0, 2]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 2, 0, 0])]
3 17 [array([1, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 2, 0, 1]), array([2, 0, 3, 1]), array([1, 1, 0, 4])]
3 18 [array([0, 2, 0, 0]), array([1, 0, 1, 1]), array([0, 0, 1, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 0])]
3 19 [array([1, 0, 1, 1]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([0, 0, 1, 0])]
3 20 [array([2, 0, 3, 0]), array([0, 0, 1, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 1]), array([1, 1, 0, 3])]
3 21 [array([0, 0, 1, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 1]), array([2, 0, 3, 0]), array([0, 2, 0, 1])]
3 22 [array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 1])]
3 23 [array([0, 0, 1, 0]), array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([1, 0, 1, 1]), array([1, 1, 0, 3])]
3 24 [array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([0, 0, 1, 0]), array([1, 1, 0, 3]), array([0, 1, 2, 0])]
3 25 [array([0, 1, 0, 2]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([0, 0, 1, 0]), array([2, 0, 3, 0])]
3 26 [array([1, 1, 0, 0]), array([0, 0, 1, 0]), array([1, 1, 0, 3]), array([1, 0, 2, 0]), array([1, 1, 0, 1])]
3 27 [array([1, 1, 2, 0]), array([0, 0, 1, 0]), array([1, 0, 2, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0])]
3 28 [array([0, 0, 1, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 2, 0, 1]), array([2, 0, 2, 1])]
3 29 [array([2, 0, 2, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 1]), array([0, 2, 0, 1]), array([1, 1, 0, 0])]
3 30 [array([1, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 2, 0, 1]), array([1, 0, 2, 0]), array([1, 1, 0, 2])]
3 31 [array([1, 0, 2, 0]), array([1, 1, 0, 3]), array([0, 0, 1, 0]), array([1, 1, 0, 2]), array([0, 2, 0, 1])]
3 32 [array([1, 0, 1, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 1])]
3 33 [array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 0, 1, 1]), array([0, 2, 0, 1]), array([1, 0, 2, 0])]
3 34 [array([1, 1, 0, 4]), array([0, 0, 0, 1]), array([1, 1, 0, 1]), array([0, 0, 1, 0]), array([1, 1, 0, 3])]
3 35 [array([0, 0, 0, 1]), array([0, 2, 0, 1]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([1, 1, 0, 1])]
3 36 [array([1, 0, 1, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([1, 0, 2, 0]), array([0, 2, 0, 1])]
3 37 [array([0, 0, 1, 0]), array([1, 1, 0, 0]), array([1, 0, 2, 0]), array([0, 1, 2, 0]), array([1, 0, 1, 1])]
3 38 [array([0, 0, 1, 0]), array([2, 0, 3, 0]), array([1, 0, 2, 0]), array([0, 1, 2, 0]), array([1, 0, 1, 1])]
3 39 [array([0, 1, 2, 0]), array([1, 0, 2, 0]), array([2, 0, 3, 0]), array([1, 0, 1, 1]), array([0, 2, 0, 1])]
3 40 [array([1, 1, 0, 4]), array([0, 1, 0, 2]), array([0, 2, 0, 0]), array([0, 0, 1, 0]), array([1, 1, 0, 2])]
3 41 [array([0, 1, 0, 2]), array([0, 2, 0, 0]), array([0, 0, 1, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 4])]
3 42 [array([1, 1, 0, 4]), array([0, 2, 0, 1]), array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([0, 0, 0, 1])]
3 43 [array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([0, 2, 0, 1]), array([0, 0, 0, 1]), array([0, 2, 0, 0])]
3 44 [array([1, 0, 2, 0]), array([0, 0, 1, 0]), array([1, 1, 0, 1]), array([1, 1, 0, 0]), array([1, 1, 0, 3])]
3 45 [array([1, 1, 0, 0]), array([1, 0, 2, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 1]), array([1, 1, 0, 1])]
3 46 [array([0, 2, 0, 3]), array([1, 1, 0, 2]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 0])]
3 47 [array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([1, 0, 1, 1]), array([1, 1, 0, 0])]
3 48 [array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 2, 0, 1]), array([2, 0, 3, 0]), array([1, 0, 1, 1])]
3 49 [array([0, 0, 1, 0]), array([2, 0, 3, 0]), array([1, 0, 1, 1]), array([1, 1, 0, 0]), array([0, 2, 0, 1])]
3 50 [array([1, 1, 0, 0]), array([1, 1, 0, 1]), array([1, 1, 0, 3]), array([0, 0, 1, 0]), array([2, 0, 3, 0])]
3 51 [array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([0, 2, 0, 1]), array([1, 1, 0, 3]), array([0, 2, 0, 0])]
3 52 [array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 1, 1])]
3 53 [array([2, 0, 3, 0]), array([0, 0, 1, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 1]), array([1, 0, 1, 1])]
3 54 [array([0, 2, 0, 1]), array([0, 0, 1, 0]), array([1, 1, 2, 0]), array([0, 1, 0, 2]), array([1, 1, 0, 3])]
3 55 [array([1, 1, 0, 4]), array([1, 1, 2, 0]), array([0, 2, 0, 1]), array([1, 1, 0, 1]), array([0, 0, 1, 0])]
3 56 [array([0, 1, 0, 2]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([1, 0, 1, 1]), array([2, 0, 3, 0])]
3 57 [array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 1, 0, 2]), array([1, 1, 0, 0]), array([0, 0, 1, 0])]
3 58 [array([1, 0, 1, 1]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([0, 0, 1, 0])]
3 59 [array([1, 1, 0, 3]), array([1, 0, 1, 1]), array([0, 2, 1, 3]), array([1, 1, 0, 2]), array([2, 0, 3, 0])]
3 60 [array([0, 0, 1, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 0])]
3 61 [array([1, 0, 2, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 1]), array([1, 1, 0, 4]), array([1, 1, 0, 0])]
3 62 [array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([0, 0, 1, 0]), array([1, 1, 0, 4]), array([0, 2, 0, 0])]
3 63 [array([1, 1, 0, 0]), array([0, 2, 0, 1]), array([2, 0, 3, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 2])]
3 64 [array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([0, 1, 0, 2]), array([1, 1, 0, 3])]
3 65 [array([1, 1, 0, 0]), array([1, 0, 1, 1]), array([2, 0, 0, 3]), array([1, 1, 0, 4]), array([0, 0, 1, 0])]
3 66 [array([0, 1, 0, 2]), array([0, 0, 1, 0]), array([1, 1, 0, 0]), array([2, 0, 2, 1]), array([0, 2, 0, 0])]
3 67 [array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 2, 1]), array([1, 1, 0, 0])]
